logId,dateOfSleep,dateTime,level,seconds,isShort
1390186760060182064,2025-11-25,2025-11-25 00:06:00,wake,2460,False
1390186760060182064,2025-11-25,2025-11-25 00:47:00,light,870,False
1390186760060182064,2025-11-25,2025-11-25 01:01:30,deep,1920,False
1390186760060182064,2025-11-25,2025-11-25 01:33:30,light,690,False
1390186760060182064,2025-11-25,2025-11-25 01:45:00,rem,1500,False
1390186760060182064,2025-11-25,2025-11-25 02:10:00,light,1470,False
1390186760060182064,2025-11-25,2025-11-25 02:34:30,deep,30,False
1390186760060182064,2025-11-25,2025-11-25 02:35:00,light,150,False
1390186760060182064,2025-11-25,2025-11-25 02:37:30,deep,1350,False
1390186760060182064,2025-11-25,2025-11-25 03:00:00,light,1830,False
1390186760060182064,2025-11-25,2025-11-25 03:00:30,wake,90,True
1390186760060182064,2025-11-25,2025-11-25 03:13:00,wake,30,True
1390186760060182064,2025-11-25,2025-11-25 03:20:00,wake,60,True
1390186760060182064,2025-11-25,2025-11-25 03:30:30,rem,1590,False
1390186760060182064,2025-11-25,2025-11-25 03:53:30,wake,150,True
1390186760060182064,2025-11-25,2025-11-25 03:57:00,light,60,False
1390186760060182064,2025-11-25,2025-11-25 03:58:00,rem,30,False
1390186760060182064,2025-11-25,2025-11-25 03:58:30,light,30,False
1390186760060182064,2025-11-25,2025-11-25 03:59:00,rem,30,False
1390186760060182064,2025-11-25,2025-11-25 03:59:30,light,3210,False
1390186760060182064,2025-11-25,2025-11-25 04:29:30,wake,30,True
1390186760060182064,2025-11-25,2025-11-25 04:39:00,wake,60,True
1390186760060182064,2025-11-25,2025-11-25 04:50:30,wake,30,True
1390186760060182064,2025-11-25,2025-11-25 04:53:00,rem,30,False
1390186760060182064,2025-11-25,2025-11-25 04:53:30,light,90,False
1390186760060182064,2025-11-25,2025-11-25 04:54:00,wake,60,True
1390186760060182064,2025-11-25,2025-11-25 04:55:00,rem,30,False
1390186760060182064,2025-11-25,2025-11-25 04:55:30,light,150,False
1390186760060182064,2025-11-25,2025-11-25 04:58:00,rem,780,False
1390186760060182064,2025-11-25,2025-11-25 05:04:30,wake,120,True
1390186760060182064,2025-11-25,2025-11-25 05:11:00,wake,660,False
1390186760060182064,2025-11-25,2025-11-25 05:22:00,light,420,False
1390186760060182064,2025-11-25,2025-11-25 05:22:30,wake,30,True
1390186760060182064,2025-11-25,2025-11-25 05:25:00,wake,30,True
1390186760060182064,2025-11-25,2025-11-25 05:29:00,wake,270,False
203776919119370752,2025-11-26,2025-11-25 23:05:30,wake,420,False
203776919119370752,2025-11-26,2025-11-25 23:12:30,light,1080,False
203776919119370752,2025-11-26,2025-11-25 23:30:30,deep,30,False
203776919119370752,2025-11-26,2025-11-25 23:31:00,light,60,False
203776919119370752,2025-11-26,2025-11-25 23:32:00,deep,30,False
203776919119370752,2025-11-26,2025-11-25 23:32:30,light,60,False
203776919119370752,2025-11-26,2025-11-25 23:33:30,deep,1890,False
203776919119370752,2025-11-26,2025-11-26 00:05:00,light,150,False
203776919119370752,2025-11-26,2025-11-26 00:07:30,rem,1470,False
203776919119370752,2025-11-26,2025-11-26 00:26:30,wake,90,True
203776919119370752,2025-11-26,2025-11-26 00:31:00,wake,30,True
203776919119370752,2025-11-26,2025-11-26 00:32:00,wake,240,False
203776919119370752,2025-11-26,2025-11-26 00:36:00,light,1410,False
203776919119370752,2025-11-26,2025-11-26 00:37:30,wake,90,True
203776919119370752,2025-11-26,2025-11-26 00:59:30,deep,150,False
203776919119370752,2025-11-26,2025-11-26 01:02:00,light,90,False
203776919119370752,2025-11-26,2025-11-26 01:03:30,deep,60,False
203776919119370752,2025-11-26,2025-11-26 01:04:30,light,30,False
203776919119370752,2025-11-26,2025-11-26 01:05:00,deep,660,False
203776919119370752,2025-11-26,2025-11-26 01:16:00,light,30,False
203776919119370752,2025-11-26,2025-11-26 01:16:30,deep,840,False
203776919119370752,2025-11-26,2025-11-26 01:27:30,wake,180,True
203776919119370752,2025-11-26,2025-11-26 01:30:30,light,2040,False
