startTime,logId,activityName,activityTypeId,originalStartTime,duration,durationMinutes,calories,steps,distance,distanceUnit,logType,hasGps,hasStartTime,averageHeartRate,heartRateZones,activeZoneMinutes
2025-12-03 06:54:37+09:00,5667773472718017992,Bike,90001,2025-12-03T06:54:37.000+09:00,1060000,17,154,,3.047329,Mile,tracker,True,,134.0,"[{'minutes': 1, 'caloriesOut': 18.696314, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 2, 'caloriesOut': 16.230866, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 14, 'caloriesOut': 119.985136, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 30, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 2, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 14, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-03 15:30:45+09:00,8694685614035756360,Walk,90013,2025-12-03T15:30:45.000+09:00,820000,13,74,1129.0,0.484172,Mile,auto_detected,,,79.0,"[{'minutes': 13, 'caloriesOut': 74.271621, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 0, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 0, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-03 20:08:08+09:00,2595987105288998592,Outdoor Bike,1071,2025-12-03T20:08:08.000+09:00,1536000,25,94,,0.276324,Mile,auto_detected,,,93.0,"[{'minutes': 22, 'caloriesOut': 82.695235, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 3, 'caloriesOut': 11.916332, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 3, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 3, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-04 06:59:49+09:00,4153080040503379768,Bike,90001,2025-12-04T06:59:49.000+09:00,1262000,21,133,,3.359711,Mile,tracker,True,,113.0,"[{'minutes': 7, 'caloriesOut': 44.788972, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 11, 'caloriesOut': 64.71801, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 3, 'caloriesOut': 23.832664, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 17, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 11, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 3, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-04 07:30:00+09:00,6886420793854478880,Meditating,7075,2025-12-04T07:30:00.000+09:00,300000,5,5,0.0,0.0,Mile,manual,,,76.0,"[{'minutes': 5, 'caloriesOut': 5.649985, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 0, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 0, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-04 16:05:06+09:00,141344547042938984,Weights,2131,2025-12-04T16:05:06.000+09:00,911000,15,45,119.0,,,tracker,,,83.0,"[{'minutes': 14, 'caloriesOut': 45.713515, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 1, 'caloriesOut': 0.0, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 1, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 1, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-04 20:23:52+09:00,2920442260846225632,Outdoor Bike,1071,2025-12-04T20:23:52.000+09:00,766000,12,69,,0.224315,Mile,auto_detected,,,103.0,"[{'minutes': 7, 'caloriesOut': 40.988073, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 5, 'caloriesOut': 28.147198, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 5, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 5, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-05 06:55:01+09:00,255616408978718856,Bike,90001,2025-12-05T06:55:01.000+09:00,1201000,20,147,,3.086059,Mile,tracker,True,,122.0,"[{'minutes': 5, 'caloriesOut': 32.461732, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 3, 'caloriesOut': 19.929038, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 12, 'caloriesOut': 95.330656, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 27, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 3, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 12, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-05 07:30:00+09:00,1251603949146347456,Meditating,7075,2025-12-05T07:30:00.000+09:00,300000,5,6,0.0,0.0,Mile,manual,,,76.0,"[{'minutes': 5, 'caloriesOut': 6.16362, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 0, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 0, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-05 13:58:09+09:00,4810222644915021912,Weights,2131,2025-12-05T13:58:09.000+09:00,988000,16,47,142.0,,,tracker,,,82.0,"[{'minutes': 16, 'caloriesOut': 47.768055, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 0, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 0, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-05 19:24:29+09:00,2994531767357660752,Outdoor Bike,1071,2025-12-05T19:24:29.000+09:00,923000,15,47,,0.117563,Mile,auto_detected,,,88.0,"[{'minutes': 13, 'caloriesOut': 39.447168, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 2, 'caloriesOut': 7.601798, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 2, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 2, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-05 20:53:13+09:00,4081165994656601880,Outdoor Bike,1071,2025-12-05T20:53:13.000+09:00,616000,10,23,,0.040886,Mile,auto_detected,,,82.0,"[{'minutes': 10, 'caloriesOut': 23.524483, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 0, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 0, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-06 05:54:16+09:00,8007840789743849064,Outdoor Bike,1071,2025-12-06T05:54:16.000+09:00,869000,14,106,,0.280363,Mile,auto_detected,,,125.0,"[{'minutes': 4, 'caloriesOut': 30.201738, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 3, 'caloriesOut': 14.998142, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 7, 'caloriesOut': 61.225292, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 17, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 3, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 7, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-06 08:37:14+09:00,1484978082956049576,Outdoor Bike,1071,2025-12-06T08:37:14.000+09:00,973000,16,67,,0.321373,Mile,auto_detected,,,92.0,"[{'minutes': 15, 'caloriesOut': 63.69074, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 1, 'caloriesOut': 3.698172, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 1, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 1, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-06 19:59:53+09:00,5920440226219354248,Outdoor Bike,1071,2025-12-06T19:59:53.000+09:00,1690000,28,86,,0.227795,Mile,auto_detected,,,99.0,"[{'minutes': 17, 'caloriesOut': 54.034402, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 11, 'caloriesOut': 32.153551, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 11, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 11, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-07 05:54:39+09:00,8043476162911553960,Outdoor Bike,1071,2025-12-07T05:54:39.000+09:00,1636000,27,85,,0.24221,Mile,auto_detected,,,87.0,"[{'minutes': 25, 'caloriesOut': 79.09979, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 2, 'caloriesOut': 6.779982, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 2, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 2, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-07 06:40:00+09:00,3565849077135873280,Meditating,7075,2025-12-07T06:40:00.000+09:00,4500000,75,77,0.0,0.0,Mile,manual,,,,"[{'minutes': 75, 'caloriesOut': 77.04525, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 0, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 0, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-07 08:14:36+09:00,4353406639894666064,Outdoor Bike,1071,2025-12-07T08:14:36.000+09:00,1024000,17,84,,0.467147,Mile,auto_detected,,,88.0,"[{'minutes': 17, 'caloriesOut': 84.441594, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 0, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 0, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-07 14:33:38+09:00,3863371579286139872,Weights,2131,2025-12-07T14:33:38.000+09:00,1089000,18,67,122.0,,,tracker,,,100.0,"[{'minutes': 10, 'caloriesOut': 35.338088, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 8, 'caloriesOut': 32.359005, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 8, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 8, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-07 20:14:47+09:00,1881685474727509088,Outdoor Bike,1071,2025-12-07T20:14:47.000+09:00,2714000,45,165,,0.390221,Mile,auto_detected,,,93.0,"[{'minutes': 40, 'caloriesOut': 141.660533, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 5, 'caloriesOut': 23.729937, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 5, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 5, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-08 06:56:57+09:00,5765315131690499984,Bike,90001,2025-12-08T06:56:57.000+09:00,941000,15,101,,2.630382,Mile,tracker,True,,132.0,"[{'minutes': 2, 'caloriesOut': 26.092658, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 2, 'caloriesOut': 13.149056, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 10, 'caloriesOut': 56.294396, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 1, 'caloriesOut': 6.16362, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 24, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 2, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 10, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 1, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-08 14:53:36+09:00,7250867963852228320,Weights,2131,2025-12-08T14:53:36.000+09:00,1103000,18,35,110.0,,,tracker,,,76.0,"[{'minutes': 18, 'caloriesOut': 35.338088, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 0, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 0, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-08 20:22:51+09:00,26628357085639160,Outdoor Bike,1071,2025-12-08T20:22:51.000+09:00,819000,13,66,,0.153292,Mile,auto_detected,,,105.0,"[{'minutes': 7, 'caloriesOut': 43.042613, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 4, 'caloriesOut': 14.176326, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 2, 'caloriesOut': 8.834522, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 8, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 4, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 2, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-09 06:47:04+09:00,7219536032607607328,Bike,90001,2025-12-09T06:47:04.000+09:00,1028000,17,128,,3.133556,Mile,tracker,True,,125.0,"[{'minutes': 2, 'caloriesOut': 21.57267, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 6, 'caloriesOut': 44.788972, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 9, 'caloriesOut': 62.355289, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 24, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 6, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 9, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
2025-12-09 07:15:00+09:00,4113833091275954688,Meditating,7075,2025-12-09T07:15:00.000+09:00,300000,5,5,0.0,0.0,Mile,manual,,,84.0,"[{'minutes': 5, 'caloriesOut': 5.855439, 'name': 'Out of Range', 'min': 30, 'max': 102}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Fat Burn', 'min': 103, 'max': 128}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Cardio', 'min': 129, 'max': 160}, {'minutes': 0, 'caloriesOut': 0.0, 'name': 'Peak', 'min': 161, 'max': 220}]","{'totalMinutes': 0, 'minutesInHeartRateZones': [{'minutes': 0, 'zoneName': 'Out of Range', 'order': 0, 'type': 'OUT_OF_ZONE', 'minuteMultiplier': 0}, {'minutes': 0, 'zoneName': 'Fat Burn', 'order': 1, 'type': 'FAT_BURN', 'minuteMultiplier': 1}, {'minutes': 0, 'zoneName': 'Cardio', 'order': 2, 'type': 'CARDIO', 'minuteMultiplier': 2}, {'minutes': 0, 'zoneName': 'Peak', 'order': 3, 'type': 'PEAK', 'minuteMultiplier': 2}]}"
