datetime,rmssd,coverage,hf,lf,lf_hf_ratio
2026-01-06 05:55:00,26.32,0.842,114.955,219.379,
2026-01-06 22:15:00,30.443,0.971,171.078,341.96,
2026-01-06 22:20:00,45.483,0.969,426.418,571.11,
2026-01-06 22:25:00,40.357,0.855,252.65,1170.243,
2026-01-06 22:30:00,41.607,0.942,291.712,541.978,
2026-01-06 22:35:00,36.533,0.99,215.876,605.47,
2026-01-06 22:40:00,29.428,0.773,146.577,341.268,
2026-01-06 22:45:00,25.9,0.97,84.306,726.232,
2026-01-06 22:50:00,30.67,0.996,198.78,308.754,
2026-01-06 22:55:00,31.23,0.997,203.23,226.85,
2026-01-06 23:00:00,31.358,1.006,219.783,151.844,
2026-01-06 23:05:00,30.523,1.002,217.276,140.556,
2026-01-06 23:10:00,31.942,0.936,151.836,1565.912,
2026-01-06 23:15:00,30.904,0.992,211.369,226.544,
2026-01-06 23:20:00,29.608,1.0,224.595,227.357,
2026-01-06 23:25:00,32.38,0.895,183.951,417.088,
2026-01-06 23:30:00,26.004,0.971,107.369,1402.28,
2026-01-06 23:35:00,26.337,0.948,138.668,1151.405,
2026-01-06 23:40:00,20.656,0.984,52.504,678.334,
2026-01-06 23:45:00,31.841,0.988,133.353,1458.131,
2026-01-06 23:50:00,27.622,0.998,122.974,1644.795,
2026-01-06 23:55:00,31.039,1.007,182.609,789.627,
2026-01-07 00:10:00,33.666,0.998,243.472,275.675,
2026-01-07 00:15:00,28.748,1.004,182.226,162.723,
2026-01-07 00:20:00,24.87,1.005,113.181,193.318,
2026-01-07 00:25:00,31.897,1.003,236.506,252.02,
2026-01-07 00:30:00,30.896,0.945,177.196,824.796,
2026-01-07 00:35:00,29.192,0.932,109.381,532.784,
2026-01-07 00:40:00,41.11,0.96,213.77,1803.0,
2026-01-07 00:45:00,43.871,0.986,399.33,527.317,
2026-01-07 00:50:00,33.42,0.913,200.773,1253.424,
2026-01-07 00:55:00,30.103,0.974,138.265,3086.163,
2026-01-07 01:00:00,25.804,0.973,107.95,295.597,
2026-01-07 01:05:00,32.604,0.955,198.61,749.314,
2026-01-07 01:10:00,31.133,1.005,154.033,352.996,
2026-01-07 01:15:00,29.561,1.005,152.638,255.338,
2026-01-07 01:20:00,31.047,0.93,95.501,2110.413,
2026-01-07 01:25:00,37.065,0.919,183.247,664.333,
2026-01-07 01:30:00,33.042,0.88,102.208,830.799,
2026-01-07 01:35:00,25.724,0.988,103.092,334.31,
2026-01-07 01:40:00,27.851,0.951,113.832,1065.529,
2026-01-07 01:45:00,22.583,0.968,48.486,1524.289,
2026-01-07 01:50:00,23.95,0.955,104.464,476.572,
2026-01-07 01:55:00,27.293,0.98,109.718,639.182,
2026-01-07 02:00:00,18.615,0.994,58.773,406.589,
2026-01-07 02:05:00,18.83,0.972,52.251,208.955,
2026-01-07 02:10:00,25.903,1.002,129.785,73.736,
2026-01-07 02:15:00,22.372,0.988,1010.159,2240.463,
2026-01-07 02:20:00,23.216,1.0,118.655,154.236,
2026-01-07 02:25:00,22.373,0.885,98.724,141.555,
2026-01-07 02:40:00,31.117,1.004,198.636,282.032,
2026-01-07 02:45:00,31.198,0.838,86.588,451.828,
2026-01-07 02:50:00,26.662,1.001,117.694,606.885,
2026-01-07 02:55:00,19.616,1.001,68.015,109.224,
2026-01-07 03:00:00,30.244,0.948,127.578,1590.52,
2026-01-07 03:05:00,25.289,0.978,144.274,686.13,
2026-01-07 03:10:00,22.513,1.001,77.603,113.534,
2026-01-07 03:15:00,24.433,0.974,103.701,247.33,
2026-01-07 03:20:00,18.958,0.978,55.321,474.483,
2026-01-07 03:25:00,26.296,0.912,99.105,1660.149,
2026-01-07 03:30:00,23.409,0.997,116.595,193.422,
2026-01-07 03:35:00,19.924,0.98,74.141,887.676,
2026-01-07 03:40:00,24.168,0.964,82.765,1118.272,
2026-01-07 03:45:00,18.014,0.987,37.752,780.45,
2026-01-07 03:50:00,24.38,0.975,90.224,749.863,
2026-01-07 03:55:00,20.764,1.004,55.266,332.166,
2026-01-07 04:00:00,25.208,0.981,115.78,493.781,
2026-01-07 04:05:00,22.585,0.997,110.274,189.228,
2026-01-07 04:10:00,29.215,0.995,231.368,229.086,
2026-01-07 04:15:00,25.882,0.916,95.467,862.763,
2026-01-07 04:20:00,35.016,0.954,243.164,760.837,
2026-01-07 04:25:00,25.992,1.001,113.547,128.265,
2026-01-07 04:30:00,31.176,1.007,163.956,1189.752,
2026-01-07 04:35:00,30.061,0.931,103.311,597.073,
2026-01-07 04:40:00,26.969,0.97,174.964,2537.075,
2026-01-07 04:45:00,24.205,0.971,121.377,1965.403,
2026-01-07 04:50:00,22.015,0.99,89.063,104.108,
2026-01-07 04:55:00,29.541,0.931,139.319,659.381,
2026-01-07 05:05:00,48.832,0.772,429.822,2421.603,
2026-01-07 05:10:00,40.083,0.962,319.251,408.314,
2026-01-07 05:15:00,43.912,0.986,286.005,1286.387,
2026-01-07 05:25:00,52.131,0.854,345.097,2070.838,
2026-01-07 05:30:00,46.625,0.945,317.946,1560.689,
2026-01-07 05:35:00,44.098,0.978,299.408,1592.82,
2026-01-07 05:40:00,45.971,0.978,335.715,1655.033,
2026-01-07 05:45:00,37.642,1.003,282.637,282.059,
2026-01-07 05:50:00,37.068,1.007,256.302,550.244,
2026-01-07 05:55:00,37.216,0.972,214.798,596.315,
2026-01-07 06:00:00,50.175,0.979,585.958,951.579,
2026-01-07 06:05:00,41.595,0.906,285.44,2935.362,
2026-01-07 06:10:00,48.157,0.916,355.877,1397.468,
2026-01-07 22:35:00,35.877,0.816,155.138,506.638,
2026-01-07 22:40:00,33.76,0.94,117.276,751.577,
2026-01-07 22:45:00,38.789,0.922,232.674,256.921,
2026-01-07 22:50:00,31.929,0.973,196.975,241.359,
2026-01-07 22:55:00,32.298,1.003,218.549,232.707,
2026-01-07 23:00:00,32.409,0.962,191.999,144.36,
2026-01-07 23:05:00,22.354,0.892,106.064,1945.521,
2026-01-07 23:10:00,28.552,1.003,224.044,383.385,
2026-01-07 23:15:00,25.832,1.003,148.683,104.734,
2026-01-07 23:20:00,26.428,0.702,85.312,407.506,
2026-01-07 23:25:00,27.036,1.002,112.592,322.013,
2026-01-07 23:30:00,26.159,0.959,73.47,1195.052,
2026-01-07 23:35:00,27.589,0.983,107.952,1775.006,
2026-01-07 23:40:00,26.554,1.004,164.415,169.047,
2026-01-07 23:45:00,23.854,1.0,112.622,220.355,
2026-01-07 23:50:00,26.894,0.958,105.635,400.447,
2026-01-07 23:55:00,25.623,0.933,127.433,2498.947,
2026-01-08 00:00:00,20.544,0.999,77.314,351.485,
2026-01-08 00:05:00,19.429,0.98,53.344,430.175,
2026-01-08 00:10:00,20.721,1.001,78.635,726.095,
2026-01-08 00:15:00,18.953,0.981,49.023,948.133,
2026-01-08 00:20:00,15.682,0.963,29.752,521.243,
2026-01-08 00:25:00,21.637,0.969,62.44,914.274,
2026-01-08 00:30:00,21.003,1.002,90.82,224.509,
2026-01-08 00:35:00,21.078,1.003,99.279,83.241,
2026-01-08 00:40:00,17.992,0.91,48.416,236.659,
2026-01-08 00:45:00,16.514,1.005,38.391,174.77,
2026-01-08 00:55:00,39.81,0.904,285.761,760.188,
2026-01-08 01:00:00,31.816,0.983,138.587,379.535,
2026-01-08 01:05:00,30.929,0.967,146.842,390.991,
2026-01-08 01:10:00,31.654,0.974,162.673,799.1,
2026-01-08 01:15:00,32.955,1.002,198.487,222.93,
2026-01-08 01:20:00,27.899,0.983,85.502,725.729,
2026-01-08 01:25:00,31.343,1.004,186.504,225.68,
2026-01-08 01:30:00,25.237,0.979,93.482,588.351,
2026-01-08 01:35:00,24.955,1.004,95.338,151.385,
2026-01-08 01:40:00,28.245,0.909,104.752,548.01,
2026-01-08 01:45:00,35.851,0.926,213.214,987.064,
2026-01-08 01:50:00,27.033,0.975,80.679,288.913,
2026-01-08 01:55:00,22.387,1.004,81.707,292.528,
2026-01-08 02:00:00,24.704,0.943,86.201,754.496,
2026-01-08 02:05:00,28.752,0.954,118.284,361.739,
2026-01-08 02:10:00,28.52,1.003,102.231,487.692,
2026-01-08 02:15:00,21.642,0.968,50.101,426.234,
2026-01-08 02:20:00,19.699,0.979,61.437,424.716,
2026-01-08 02:25:00,24.003,0.986,119.131,319.11,
2026-01-08 02:30:00,28.905,1.004,153.83,187.225,
2026-01-08 02:35:00,22.768,0.996,92.825,180.1,
2026-01-08 02:40:00,24.909,1.004,118.956,95.425,
2026-01-08 02:45:00,35.988,0.94,374.009,506.188,
2026-01-08 02:50:00,37.399,0.953,312.938,163.046,
2026-01-08 02:55:00,39.19,0.927,220.413,1328.597,
2026-01-08 03:00:00,28.093,0.983,135.734,599.356,
2026-01-08 03:05:00,30.462,0.999,162.326,212.515,
2026-01-08 03:10:00,32.734,0.931,119.189,1965.638,
2026-01-08 03:15:00,42.283,1.005,365.765,462.736,
2026-01-08 03:20:00,32.766,0.923,158.56,663.229,
2026-01-08 03:25:00,31.532,0.99,168.782,810.642,
2026-01-08 03:30:00,25.734,1.005,102.534,224.327,
2026-01-08 03:35:00,26.748,0.928,128.426,355.719,
2026-01-08 03:40:00,76.547,0.924,1544.108,2461.822,
2026-01-08 03:45:00,34.491,0.96,182.111,1758.106,
2026-01-08 03:50:00,33.951,1.003,137.457,1240.474,
2026-01-08 03:55:00,36.099,0.962,162.583,529.23,
2026-01-08 04:00:00,26.581,0.944,100.197,1012.288,
2026-01-08 04:05:00,27.074,0.982,86.998,675.329,
2026-01-08 04:10:00,27.645,0.955,110.148,1149.867,
2026-01-08 04:20:00,53.977,0.972,609.773,1292.811,
2026-01-08 04:25:00,38.662,0.997,298.475,378.35,
2026-01-08 04:30:00,39.235,1.003,359.018,209.369,
2026-01-08 04:35:00,42.162,1.002,470.123,193.082,
2026-01-08 04:40:00,38.876,1.006,352.128,196.641,
2026-01-08 04:45:00,44.002,0.931,429.184,353.485,
2026-01-08 04:50:00,40.23,0.997,280.957,459.69,
2026-01-08 04:55:00,26.844,1.004,116.616,192.286,
2026-01-08 05:00:00,26.046,1.003,142.265,132.418,
2026-01-08 05:05:00,22.028,1.005,76.968,363.669,
2026-01-08 05:10:00,22.66,0.975,82.356,87.225,
2026-01-08 05:15:00,26.248,0.964,104.673,367.068,
2026-01-08 05:20:00,21.188,1.003,63.683,427.936,
2026-01-08 05:25:00,26.705,0.92,105.231,571.353,
2026-01-08 05:30:00,30.323,0.99,115.554,1394.029,
2026-01-08 05:35:00,38.651,0.969,269.514,831.952,
2026-01-08 05:40:00,35.095,0.955,282.786,495.805,
2026-01-08 05:45:00,36.8,0.97,297.238,1440.941,
2026-01-08 05:50:00,33.063,0.94,227.954,1405.983,
2026-01-08 05:55:00,35.616,1.002,277.873,288.508,
2026-01-08 06:00:00,34.141,0.929,240.588,1171.156,
2026-01-08 06:05:00,28.771,1.005,159.563,166.956,
2026-01-08 06:10:00,34.595,0.935,189.282,1163.02,
2026-01-08 06:15:00,35.981,0.972,234.043,1056.805,
2026-01-08 06:20:00,31.037,0.971,204.571,488.961,
2026-01-08 06:25:00,25.003,0.984,119.95,257.43,
2026-01-08 06:30:00,22.074,0.976,90.198,300.978,
2026-01-08 22:50:00,33.036,0.928,136.211,214.36,
2026-01-08 22:55:00,36.77,0.973,205.488,819.94,
2026-01-08 23:00:00,35.444,0.925,203.055,143.247,
2026-01-08 23:05:00,24.863,1.005,125.123,176.216,
2026-01-08 23:10:00,24.973,0.986,153.546,391.183,
2026-01-08 23:15:00,21.835,1.0,100.759,190.808,
2026-01-08 23:20:00,23.378,1.006,98.43,244.885,
2026-01-08 23:25:00,23.758,0.942,92.38,197.664,
2026-01-08 23:30:00,31.439,1.004,175.266,240.531,
2026-01-08 23:35:00,31.628,1.005,195.733,180.847,
2026-01-08 23:40:00,30.616,1.002,149.661,199.215,
2026-01-08 23:45:00,30.799,0.896,102.782,1863.81,
2026-01-08 23:50:00,31.725,1.006,151.183,190.724,
2026-01-08 23:55:00,28.262,1.0,105.599,304.402,
2026-01-09 00:00:00,26.003,0.966,97.976,1194.255,
2026-01-09 00:05:00,25.72,0.99,135.257,1216.306,
2026-01-09 00:10:00,24.522,1.003,98.246,643.636,
2026-01-09 00:15:00,23.123,0.996,70.228,886.241,
2026-01-09 00:20:00,20.581,1.005,71.814,226.302,
2026-01-09 00:25:00,24.769,0.939,125.776,308.995,
2026-01-09 00:30:00,35.014,0.993,205.524,303.145,
2026-01-09 00:35:00,29.487,1.006,161.555,146.828,
2026-01-09 00:40:00,32.751,0.955,190.167,150.441,
2026-01-09 00:45:00,29.788,1.004,161.36,535.504,
2026-01-09 00:50:00,26.216,1.001,113.494,96.566,
2026-01-09 00:55:00,31.915,0.987,202.503,139.769,
2026-01-09 01:00:00,36.142,1.002,227.894,401.31,
2026-01-09 01:05:00,32.901,1.001,170.346,299.49,
2026-01-09 01:10:00,35.882,1.007,250.409,242.37,
2026-01-09 01:15:00,38.351,0.997,262.597,124.748,
2026-01-09 01:20:00,31.553,0.953,71.789,1862.481,
2026-01-09 01:25:00,36.698,1.005,232.462,625.632,
2026-01-09 01:30:00,39.116,0.99,313.898,318.297,
2026-01-09 01:35:00,38.268,0.958,307.163,243.917,
2026-01-09 01:45:00,28.3,0.924,102.262,349.553,
2026-01-09 01:50:00,38.961,0.982,220.302,1511.962,
2026-01-09 01:55:00,33.747,0.965,164.549,1313.397,
2026-01-09 02:00:00,37.283,0.958,208.033,508.425,
2026-01-09 02:05:00,42.77,0.938,308.717,1429.95,
2026-01-09 02:10:00,33.153,0.881,102.124,723.746,
2026-01-09 02:15:00,25.558,0.981,98.872,820.303,
2026-01-09 02:20:00,26.184,0.943,135.098,876.198,
2026-01-09 02:25:00,29.212,0.985,189.327,895.575,
2026-01-09 02:30:00,26.52,0.878,84.778,816.992,
2026-01-09 02:35:00,35.662,0.84,167.958,797.028,
2026-01-09 02:40:00,24.313,0.926,141.83,1119.891,
2026-01-09 02:45:00,54.252,0.99,510.441,203.083,
2026-01-09 02:50:00,46.383,0.902,306.752,274.599,
2026-01-09 02:55:00,35.776,0.991,233.65,286.195,
2026-01-09 03:00:00,32.283,0.998,247.117,270.103,
2026-01-09 03:05:00,29.479,0.988,164.311,278.126,
2026-01-09 03:10:00,32.213,0.934,127.695,916.89,
2026-01-09 03:15:00,26.187,0.931,101.433,1137.781,
2026-01-09 03:20:00,29.505,1.004,167.018,846.954,
2026-01-09 03:25:00,32.22,0.988,202.802,919.198,
2026-01-09 03:30:00,33.211,0.968,144.748,406.395,
2026-01-09 03:35:00,32.675,1.004,198.687,216.802,
2026-01-09 03:40:00,33.944,1.001,214.413,189.606,
2026-01-09 03:45:00,33.848,0.946,217.048,446.639,
2026-01-09 03:50:00,33.879,0.996,232.422,594.93,
2026-01-09 03:55:00,33.939,0.966,244.521,219.502,
2026-01-09 04:00:00,29.964,0.944,157.556,1295.577,
2026-01-09 04:05:00,36.968,0.956,220.693,753.311,
2026-01-09 04:10:00,34.341,0.959,190.273,450.299,
2026-01-09 04:15:00,40.686,0.912,193.599,2505.291,
2026-01-09 04:25:00,26.5,0.742,52.974,1223.336,
2026-01-09 04:35:00,28.981,0.978,114.259,1593.505,
2026-01-09 04:40:00,28.979,1.001,151.286,1505.609,
2026-01-09 04:45:00,34.922,0.984,259.126,391.023,
2026-01-09 04:50:00,29.66,1.003,198.748,392.438,
2026-01-09 04:55:00,34.698,0.968,381.479,632.941,
2026-01-09 05:00:00,27.812,0.904,113.036,506.847,
2026-01-09 05:05:00,17.662,0.973,57.465,135.986,
2026-01-09 05:10:00,23.422,0.976,96.09,435.473,
2026-01-09 05:15:00,21.222,1.001,120.603,256.673,
2026-01-09 05:20:00,28.214,1.001,180.919,1035.232,
2026-01-09 05:25:00,34.15,0.979,178.755,730.816,
2026-01-09 05:30:00,34.087,0.956,220.214,952.147,
2026-01-09 05:35:00,34.866,0.996,262.221,251.264,
2026-01-09 05:40:00,33.745,0.974,220.022,1227.755,
2026-01-09 05:45:00,38.494,1.004,372.958,260.463,
2026-01-09 05:50:00,38.129,0.931,236.727,1286.839,
2026-01-09 05:55:00,30.68,0.987,288.973,898.458,
2026-01-09 06:00:00,33.388,0.995,249.889,2179.371,
2026-01-09 06:05:00,29.744,1.0,175.286,398.583,
2026-01-09 06:10:00,28.171,0.927,175.251,818.841,
2026-01-09 22:05:00,34.106,0.872,113.256,1881.071,
2026-01-09 22:10:00,23.004,0.991,70.646,1341.101,
2026-01-09 22:15:00,30.38,0.929,130.828,198.884,
2026-01-09 22:20:00,33.482,0.987,214.006,1003.063,
2026-01-09 22:25:00,32.315,1.004,175.381,287.463,
2026-01-09 22:30:00,32.176,1.002,166.688,164.532,
2026-01-09 22:35:00,31.077,1.001,167.362,213.289,
2026-01-09 22:40:00,29.777,1.006,157.451,171.267,
2026-01-09 22:45:00,30.219,1.002,174.775,185.413,
2026-01-09 22:50:00,27.109,1.006,134.558,106.04,
2026-01-09 22:55:00,29.288,0.815,54.148,533.097,
2026-01-09 23:00:00,33.663,0.865,206.355,1766.022,
2026-01-09 23:05:00,22.043,1.002,102.592,401.965,
2026-01-09 23:10:00,20.516,1.003,75.492,164.936,
2026-01-09 23:15:00,21.105,1.004,82.439,454.017,
2026-01-09 23:20:00,22.267,0.941,44.875,616.008,
2026-01-09 23:25:00,41.202,1.002,193.772,242.069,
2026-01-09 23:30:00,19.511,0.981,59.592,751.921,
2026-01-09 23:35:00,14.057,1.0,33.437,364.31,
2026-01-09 23:40:00,19.698,0.973,64.626,481.037,
2026-01-09 23:45:00,23.037,1.001,79.361,460.173,
2026-01-09 23:50:00,14.076,0.979,23.968,244.709,
2026-01-09 23:55:00,19.847,0.919,62.953,512.29,
2026-01-10 00:00:00,24.098,0.992,115.4,142.365,
2026-01-10 00:05:00,27.249,1.006,137.16,208.63,
2026-01-10 00:10:00,37.211,0.928,161.047,461.108,
2026-01-10 00:15:00,31.979,1.002,177.791,323.978,
2026-01-10 00:20:00,34.186,0.996,199.279,168.945,
2026-01-10 00:25:00,33.618,1.007,212.289,177.259,
2026-01-10 00:30:00,34.194,0.978,167.239,426.804,
2026-01-10 00:35:00,35.669,1.0,237.745,253.997,
2026-01-10 00:40:00,38.101,1.003,230.617,469.665,
2026-01-10 00:45:00,41.084,0.886,206.584,1837.457,
2026-01-10 00:50:00,36.502,1.002,229.12,364.91,
2026-01-10 00:55:00,31.024,1.003,210.013,238.064,
2026-01-10 01:00:00,34.382,1.003,235.096,184.271,
2026-01-10 01:05:00,48.263,0.94,311.083,1771.183,
2026-01-10 01:10:00,34.9,1.005,243.994,146.385,
2026-01-10 01:15:00,34.158,1.0,202.599,193.065,
2026-01-10 01:20:00,47.632,0.951,1083.165,3092.197,
2026-01-10 01:25:00,35.311,1.006,228.105,678.319,
2026-01-10 01:30:00,27.624,1.005,96.98,282.119,
2026-01-10 01:35:00,46.078,0.972,288.095,1999.27,
2026-01-10 01:40:00,43.241,0.899,205.662,1625.79,
2026-01-10 01:45:00,46.469,0.814,232.629,681.347,
2026-01-10 01:50:00,42.363,0.984,304.869,1283.15,
2026-01-10 01:55:00,35.498,1.006,274.693,646.449,
2026-01-10 02:00:00,35.0,0.91,188.66,787.32,
2026-01-10 02:05:00,32.012,1.008,175.843,265.972,
2026-01-10 02:10:00,25.971,1.001,127.18,325.059,
2026-01-10 02:15:00,26.79,1.005,118.447,189.383,
2026-01-10 02:20:00,35.016,0.899,268.214,2426.87,
2026-01-10 02:25:00,31.763,0.948,125.623,1502.451,
2026-01-10 02:30:00,28.168,0.914,178.768,310.636,
2026-01-10 02:35:00,33.213,0.773,253.234,418.992,
2026-01-10 02:45:00,51.707,1.004,605.167,119.876,
2026-01-10 02:50:00,45.868,0.995,423.902,234.38,
2026-01-10 02:55:00,31.153,0.948,156.061,210.711,
2026-01-10 03:05:00,28.327,0.966,99.432,615.012,
2026-01-10 03:10:00,31.563,0.972,166.549,602.814,
2026-01-10 03:15:00,31.326,0.938,176.467,670.868,
2026-01-10 03:20:00,35.414,0.921,205.508,821.617,
2026-01-10 03:25:00,34.454,0.962,195.324,400.886,
2026-01-10 03:30:00,31.473,0.937,128.613,1628.908,
2026-01-10 03:35:00,26.158,1.001,61.556,634.3,
2026-01-10 03:40:00,26.155,1.005,150.138,1005.657,
2026-01-10 03:45:00,29.861,0.931,110.893,1353.02,
2026-01-10 03:50:00,32.449,0.923,158.276,1170.73,
2026-01-10 03:55:00,39.26,0.796,464.394,1181.468,
2026-01-10 04:00:00,41.704,0.954,276.669,1325.808,
2026-01-10 04:05:00,36.109,0.979,258.596,1383.627,
2026-01-10 04:10:00,34.71,1.004,196.547,469.391,
2026-01-10 04:20:00,48.634,0.955,489.192,2677.934,
2026-01-10 04:25:00,47.915,1.005,380.535,688.881,
2026-01-10 04:30:00,45.103,1.004,351.826,341.881,
2026-01-10 04:35:00,39.61,1.003,291.046,277.753,
2026-01-10 04:40:00,27.855,1.003,112.122,592.369,
2026-01-10 04:45:00,31.55,1.005,180.527,209.807,
2026-01-10 04:50:00,30.345,0.979,154.137,502.342,
2026-01-10 04:55:00,37.857,0.946,169.551,1960.072,
2026-01-10 05:00:00,35.346,0.936,207.977,1296.726,
2026-01-10 05:05:00,32.45,0.955,142.241,1470.04,
2026-01-10 05:10:00,24.812,0.926,102.814,551.724,
2026-01-10 05:15:00,30.496,0.95,181.451,647.119,
2026-01-10 05:20:00,43.067,0.958,286.783,2065.167,
2026-01-10 05:25:00,37.624,0.889,309.185,1227.443,
2026-01-10 05:30:00,47.821,0.934,220.596,2694.537,
2026-01-10 05:35:00,37.644,0.853,273.241,2116.047,
2026-01-10 22:10:00,31.041,0.836,89.784,157.54,
2026-01-10 22:15:00,25.182,0.774,101.688,171.018,
2026-01-10 22:20:00,25.827,1.004,98.727,167.731,
2026-01-10 22:25:00,30.688,0.967,157.976,171.243,
2026-01-10 22:30:00,31.306,0.869,213.847,769.796,
2026-01-10 22:35:00,40.324,1.004,259.808,229.226,
2026-01-10 22:40:00,38.705,0.969,315.805,439.362,
2026-01-10 22:45:00,33.964,1.004,209.613,618.344,
2026-01-10 22:50:00,31.161,1.004,156.361,415.948,
2026-01-10 22:55:00,31.058,0.97,757.286,2225.547,
2026-01-10 23:00:00,30.871,1.002,161.493,162.203,
2026-01-10 23:05:00,32.46,1.004,172.933,140.366,
2026-01-10 23:10:00,36.467,0.989,209.222,485.888,
2026-01-10 23:15:00,33.451,1.0,160.699,339.227,
2026-01-10 23:20:00,32.523,0.992,211.601,512.64,
2026-01-10 23:25:00,31.612,1.002,169.169,220.118,
2026-01-10 23:30:00,31.2,1.004,182.507,222.836,
2026-01-10 23:35:00,31.286,0.938,173.846,303.279,
2026-01-10 23:40:00,31.939,0.954,129.33,568.902,
2026-01-10 23:45:00,36.376,0.998,166.334,469.622,
2026-01-10 23:50:00,35.462,1.005,206.454,1251.575,
2026-01-10 23:55:00,35.613,0.96,165.023,2188.96,
2026-01-11 00:00:00,30.031,1.0,92.696,523.997,
2026-01-11 00:05:00,30.07,0.999,163.234,578.291,
2026-01-11 00:10:00,34.605,1.005,197.505,548.549,
2026-01-11 00:15:00,30.985,0.993,157.362,224.641,
2026-01-11 00:20:00,34.373,0.992,180.849,433.492,
2026-01-11 00:25:00,37.395,1.003,257.208,296.184,
2026-01-11 00:30:00,34.981,1.002,163.563,247.408,
2026-01-11 00:35:00,34.757,0.999,166.431,223.675,
2026-01-11 00:40:00,38.958,1.002,234.919,645.085,
2026-01-11 00:55:00,29.171,1.004,157.884,160.085,
2026-01-11 01:00:00,23.416,1.002,92.582,182.019,
2026-01-11 01:05:00,25.473,0.997,132.241,98.396,
2026-01-11 01:10:00,28.936,0.953,183.76,1053.81,
2026-01-11 01:15:00,31.673,0.958,156.235,331.021,
2026-01-11 01:20:00,40.948,0.977,277.116,594.098,
2026-01-11 01:25:00,33.495,0.987,210.206,411.446,
2026-01-11 01:30:00,44.707,0.929,300.017,850.531,
2026-01-11 01:40:00,39.197,0.96,227.357,591.535,
2026-01-11 01:45:00,31.647,0.873,100.414,394.286,
2026-01-11 01:50:00,30.053,0.97,155.053,675.455,
2026-01-11 01:55:00,26.228,1.005,116.261,298.434,
2026-01-11 02:00:00,22.369,0.964,57.902,630.073,
2026-01-11 02:05:00,30.345,0.969,156.493,992.473,
2026-01-11 02:10:00,26.92,0.812,77.463,1342.26,
2026-01-11 02:15:00,38.39,1.002,222.381,405.097,
2026-01-11 02:20:00,40.592,1.0,292.672,696.93,
2026-01-11 02:25:00,46.538,1.007,381.46,342.727,
2026-01-11 02:30:00,45.246,0.998,338.977,266.375,
2026-01-11 02:35:00,33.016,0.882,148.389,338.041,
2026-01-11 02:40:00,30.354,1.005,146.281,186.494,
2026-01-11 02:45:00,28.827,0.941,103.123,473.547,
2026-01-11 02:50:00,35.517,0.989,224.407,332.996,
2026-01-11 02:55:00,34.289,0.93,220.291,1777.19,
2026-01-11 03:00:00,32.012,0.968,162.053,729.01,
2026-01-11 03:05:00,28.497,1.0,136.012,357.213,
2026-01-11 03:10:00,30.135,0.99,117.792,304.562,
2026-01-11 03:15:00,27.878,0.959,101.899,1354.617,
2026-01-11 03:20:00,23.249,0.965,50.934,471.078,
2026-01-11 03:25:00,19.565,0.96,38.918,478.082,
2026-01-11 03:30:00,67.02,0.921,602.324,1273.635,
2026-01-11 03:35:00,41.875,0.798,195.332,1793.537,
2026-01-11 03:40:00,31.264,1.004,109.852,483.914,
2026-01-11 03:45:00,24.058,0.98,72.699,316.139,
2026-01-11 03:50:00,25.52,0.984,101.488,1800.054,
2026-01-11 03:55:00,32.676,0.945,170.059,2091.905,
2026-01-11 04:00:00,31.119,0.991,214.379,589.202,
2026-01-11 04:05:00,26.789,0.953,93.745,523.368,
2026-01-11 04:10:00,30.868,0.985,150.262,500.745,
2026-01-11 04:15:00,29.732,0.922,92.661,884.229,
2026-01-11 04:25:00,60.444,0.989,704.491,1801.723,
2026-01-11 04:30:00,47.7,0.999,324.844,361.474,
2026-01-11 04:35:00,46.154,0.985,385.909,615.966,
2026-01-11 04:40:00,44.94,1.008,348.637,137.792,
2026-01-11 04:45:00,42.735,1.003,261.662,275.984,
2026-01-11 04:50:00,42.595,0.997,336.295,393.13,
2026-01-11 04:55:00,43.245,0.989,272.857,340.021,
2026-01-11 05:00:00,47.193,0.973,449.138,612.727,
2026-01-11 05:05:00,50.746,1.005,435.717,368.208,
2026-01-11 05:10:00,46.281,0.942,313.097,2108.824,
2026-01-11 05:15:00,43.001,0.974,248.691,3640.207,
2026-01-11 05:20:00,47.004,0.748,273.051,1878.611,
2026-01-11 21:15:00,26.517,0.734,37.617,1599.377,
2026-01-11 21:20:00,29.831,0.929,98.059,1424.789,
2026-01-11 21:25:00,41.957,0.923,221.249,252.727,
2026-01-11 21:30:00,44.911,0.908,315.637,505.096,
2026-01-11 21:35:00,36.298,0.979,178.324,541.727,
2026-01-11 21:40:00,35.91,0.93,165.659,188.854,
2026-01-11 21:45:00,31.491,1.006,165.67,150.906,
2026-01-11 21:50:00,36.209,1.002,222.701,229.336,
2026-01-11 21:55:00,30.895,1.0,165.09,319.961,
2026-01-11 22:00:00,28.628,1.006,136.628,263.681,
2026-01-11 22:05:00,29.78,0.997,144.078,255.259,
2026-01-11 22:10:00,30.705,1.004,158.5,358.851,
2026-01-11 22:15:00,30.41,1.005,146.701,238.021,
2026-01-11 22:20:00,30.402,0.87,114.99,537.402,
2026-01-11 22:25:00,31.087,0.986,142.212,484.56,
2026-01-11 22:30:00,39.028,0.969,153.352,1588.136,
2026-01-11 22:35:00,38.759,0.949,198.067,2229.806,
2026-01-11 22:40:00,35.116,0.986,182.799,303.32,
2026-01-11 22:45:00,32.983,1.004,134.026,407.766,
