date,overall_rmssd,overall_hf,overall_lf,overall_lf_hf,onset_lf_hf,wakeup_lf_hf,max_rmssd_value,max_rmssd_time,time_to_max_rmssd,deep_rmssd,deep_lf_hf,deep_hf,light_rmssd,light_lf_hf,rem_rmssd,rem_lf_hf,wake_lf_hf
2025-12-25,40.904267605633805,239.87123943661976,786.6421408450703,4.078456652783066,,5.191630032049278,76.245,04:45,361.0,29.420000000000005,3.902683555545873,133.9127,42.56775675675676,3.0626420351059878,43.11277272727273,5.717106806334337,7.9381346464876845
2025-12-26,45.30181818181817,279.2472424242424,723.0729242424243,3.134864924690824,0.7213727212691531,3.423218198613833,91.761,00:30,8.5,43.69075,2.0835837624592783,238.70758333333333,48.13008333333333,3.2282699720995436,38.404777777777774,4.30589750555317,3.5109328101887147
2025-12-27,35.47138095238095,190.15993650793652,611.1770634920634,4.283823404363051,0.5921045311550065,6.7654968512238245,59.297,22:40,10.5,32.594,3.345423688892422,170.89926666666668,35.67585365853658,4.258874835452798,34.071,8.689225571882137,2.038098352273556
2025-12-28,39.28968115942029,237.27540579710143,731.1950724637682,4.709752037463628,0.6073301690476564,9.214835664901981,80.633,01:45,198.0,39.502692307692314,1.8273040324763015,236.2753076923077,42.983,4.024424442340302,29.221117647058822,8.796649168357908,6.012463616965575
2025-12-29,41.80434146341463,251.26750406504064,770.87718699187,4.011775835304557,0.32925641385206084,10.935358093941867,103.109,04:00,429.5,41.545874999999995,1.1257553558689672,263.077,45.31316901408451,3.0804431207110703,36.9194347826087,6.785341503516772,4.805329146206049
2025-12-30,39.680788235294116,222.89705882352942,569.286388235294,3.200050248210206,5.106205772936584,2.50788520821977,75.463,05:30,436.0,32.56777777777778,1.516890832719176,166.8552222222222,42.872938775510214,2.43064370264627,37.84405263157895,5.400220058205951,4.102394535127053
2025-12-31,33.01372448979592,172.87903061224495,541.8919285714286,3.862205254341905,1.832334031483106,2.919446897417212,66.581,04:50,445.0,32.3646,2.159053611278791,178.33953333333335,33.4758679245283,3.5391883481473374,33.440555555555555,5.468619319966251,3.8573920326826707
2026-01-01,26.014939393939393,121.50600000000001,619.8972828282828,6.232920055124171,3.7153678335481444,5.117006640619537,53.993,02:25,193.0,22.51988888888889,1.8758362384332676,83.81133333333334,27.89588888888889,4.606287458179509,25.35704,11.12234200263475,7.242340060413406
2026-01-02,38.55880208333333,237.40609375,823.7259791666667,4.352518705137726,1.4427237233314696,5.048276151462059,61.923,06:35,445.5,34.456272727272726,3.226541209994771,194.9483636363636,39.125953124999995,3.913860721129984,38.9138,6.941837905987102,3.812430784908683
2026-01-03,35.08646078431372,213.11711764705882,635.3628431372549,3.242194519571373,2.004725520782722,4.346227799168604,52.515,04:55,467.0,33.92975,1.2432017932130777,186.16537499999998,38.77287719298246,2.998482448941351,30.6835,3.7627526404928875,4.161518638497739
2026-01-04,46.248517647058826,331.1633529411764,971.879117647059,3.147679623127983,1.6178189615985266,4.2044539258235645,73.09,01:20,190.5,48.34641666666667,2.162970940428115,382.63016666666664,49.3749512195122,2.8870608852833475,45.881263157894736,4.631589113055533,3.1289549072643177
2026-01-05,34.28740909090909,193.08327272727274,663.3479545454545,4.33502256058476,1.8171841895188343,4.951306752318992,55.57,05:10,463.5,34.623000000000005,1.222189611423845,207.7427,35.28028571428571,3.9982373815342442,30.092578947368423,7.168220203021041,3.696290133092669
2026-01-06,29.563561643835616,159.1951506849315,616.3388767123288,4.244347689474089,2.8182655550058695,3.410585179480803,41.657,02:50,225.0,31.758666666666667,5.2993380853913346,185.02666666666664,31.175149999999995,3.6943613229648107,28.388583333333333,5.937342558873088,4.567128963135507
2026-01-07,30.632877777777775,182.71382222222226,820.3621222222221,5.768449533182075,3.3678815508676863,3.9268286514722783,52.131,05:25,430.0,30.9743,4.9690883613363654,171.2594,30.87506896551724,4.928976844934144,26.908187499999997,10.188271905197263,4.502584407428312
2026-01-08,29.945063829787237,177.2086489361702,612.450170212766,4.858839476286701,2.6137324138525657,2.6243935435156267,76.547,03:40,311.0,27.031333333333336,3.6822199486259817,127.45022222222221,30.942183333333332,3.4801221668935725,26.506421052631577,8.54611047623473,6.575374132709623
2026-01-09,31.491488372093023,181.0579534883721,648.9763488372093,4.512140374808454,2.0198519324732715,4.694197198062237,54.252,02:45,238.5,31.448333333333334,4.808355706085238,166.98708333333335,32.717,3.562030755102852,28.06625,7.860824061263113,5.6663432184326314
2026-01-11,34.774855421686745,208.75946987951806,673.0598674698796,3.95429663843582,1.783567797935629,7.274493826092779,67.02,03:30,324.0,30.627,2.2016803470823048,227.66769999999997,37.094939999999994,3.1425515238236454,30.902866666666668,7.534394797203816,4.115591918945923
2026-01-12,38.68731395348837,222.58545348837202,711.4103720930233,3.7725222625144514,3.7268688629837747,5.861209650409069,66.584,04:00,402.5,34.06821428571429,2.118417328075628,178.8957857142857,39.584102040816326,3.2007341500156263,38.168473684210525,6.273541622623293,3.343990730957777
2026-01-13,26.080045977011494,114.84472413793105,514.0292183908045,5.112311462737877,3.356475671723664,3.4572212042965402,49.014,05:10,415.0,23.979153846153842,3.6579535527258127,108.53053846153846,27.671803921568625,4.729686782951109,23.5754,6.834439938582823,7.897287294148163
2026-01-14,28.885825,150.631375,673.1191375000001,5.394171029248154,7.458500642356106,5.826606778979875,46.453,04:55,381.5,29.254800000000007,5.25214710014901,158.22809999999998,30.356388888888894,3.3619605175008775,26.474095238095238,7.705162233188311,11.083077718071868
2026-01-15,36.98446666666666,226.67635555555555,701.9520111111111,3.39183780457585,3.248405739877031,5.7578275005392925,55.488,04:35,416.5,36.74072222222222,1.8171123683373647,240.37433333333334,37.499909090909085,3.4514884644753105,36.67847619047619,4.45100984761573,3.2767903915452257
2026-01-16,36.274263888888896,261.3079305555556,819.2349583333333,3.7426945463458674,1.101738994277122,0.9733231616297608,119.901,04:55,382.0,30.049500000000002,2.5597721880716273,135.14437500000003,38.75775609756098,3.5543217042911905,33.08283333333333,5.332423035321302,3.355582536264289
2026-01-17,24.567985074626865,103.89450746268656,590.0901791044778,6.697624245913901,6.834072934532723,6.024450677886863,35.567,05:10,352.0,23.876583333333333,2.61490517724608,104.26558333333332,25.703225806451613,6.818532847603551,23.62847619047619,8.649222041377717,9.192165022714043
2026-01-18,38.315211764705886,223.49439999999998,808.3901647058824,4.167198220769515,0.9378790105609703,3.648158085608777,60.156,01:25,157.5,35.53436363636364,1.6633536079835372,207.69881818181818,41.09598039215687,3.8450439515675976,31.822000000000003,7.064827629518018,4.604339958573223
2026-01-19,33.13370422535211,202.8147323943662,639.2674507042253,4.33568128363932,2.7713629347161626,1.4468239230279154,70.955,06:45,360.0,21.445800000000002,3.8454199180418636,97.02606666666667,33.694212121212125,3.9321387877630265,36.09335294117647,5.933256138069299,7.08242776813655
2026-01-20,40.54295061728396,249.35314814814814,787.9211851851852,3.686508515313132,3.2670019138274,4.091735578340133,66.067,05:05,377.0,40.9501875,1.148907773681724,296.27031250000005,42.512119047619045,3.606780902420797,36.5741,5.53279825221102,5.7706230771182225
2026-01-21,40.904582278481016,279.8262658227848,873.4814810126582,3.891710756855001,0.771971392187726,7.344004526691046,79.417,05:00,367.0,45.29083333333333,2.551953732316649,319.6948333333334,39.201800000000006,4.54080900489883,40.791705882352936,3.0685651938814282,5.594602996593075
2026-01-22,37.0513625,249.32777500000003,680.8536375,4.722853793603521,1.0779168546320188,9.258109801728246,91.606,03:05,290.0,32.2487,1.515021876640399,193.1888,39.35427450980392,4.259209199855324,32.832125000000005,8.562856982675882,2.9613229207530583
2026-01-23,26.85696511627907,120.69202325581395,597.7100697674418,6.588994174900263,7.782551545372365,11.642420254016155,63.687,02:45,275.0,29.778636363636362,3.5654024779595037,147.77509090909092,26.302730769230763,6.057255787672092,27.635055555555553,8.299572261733433,10.715822537698957
